Motif,NL/AD,NL/MCI,MCI/CONV,AD/CONV,NL/ER(NL),NL/DD(NL),AD/DD(AD),AD/ER(AD)
274142,0.2082,0.0082,0.0818,0.4302,0.002,0.0,0.0,0.0562
274141,0.2,0.3846,0.0976,0.2934,0.0002,0.0002,0.0002,0.0002
539294,0.4864,0.1924,0.1386,0.1252,0.001,0.0,0.0,0.002
16871,0.1352,0.4776,0.1702,0.4918,0.0002,0.0,0.0,0.0238
16877,0.065,0.1264,0.0876,0.1106,0.0002,0.0002,0.0556,0.0002
278828,0.122,0.2074,0.4408,0.2706,0.0002,0.0002,0.0002,0.0002
16875,0.1916,0.0698,0.2312,0.3886,0.0004,0.0,0.0,0.0256
16879,0.258,0.2264,0.231,0.329,0.0002,0.0002,0.0002,0.0002
42619,0.2128,0.3946,0.421,0.3372,0.001,0.0,0.0,0.0122
6317,0.03,0.0158,0.1156,0.1202,0.0,0.0,0.0,0.0
547391,0.2204,0.2362,0.2124,0.4894,0.0068,0.0,0.0,0.028
42615,0.0608,0.1532,0.3292,0.237,0.0002,0.4378,0.3192,0.0002
10439,0.1728,0.0106,0.2366,0.4432,0.0,0.0,0.0,0.0
9309,0.4314,0.3578,0.3566,0.2398,0.0,0.0,0.0,0.0
248270,0.3546,0.4474,0.1056,0.1286,0.0002,0.0,0.0008,0.0014
107422,0.2128,0.0296,0.0376,0.2644,0.3916,0.0,0.0002,0.2732
142047,0.4422,0.3784,0.474,0.2632,0.0134,0.0056,0.0,0.032
142046,0.4376,0.0176,0.4384,0.1216,0.0002,0.4936,0.4438,0.0024
568526,0.3982,0.344,0.3668,0.4266,0.0002,0.0,0.0056,0.0002
566767,0.4646,0.478,0.0852,0.0248,0.0136,0.0,0.0138,0.0058
142043,0.3528,0.0108,0.294,0.1124,0.0024,0.0,0.0006,0.0076
18879,0.4886,0.3624,0.4148,0.2384,0.0002,0.0,0.0004,0.0002
149099,0.401,0.4712,0.4816,0.424,0.0,0.0,0.0,0.0
85150,0.2868,0.0376,0.1412,0.4866,0.0002,0.2962,0.3116,0.0002
85151,0.4634,0.4232,0.4702,0.4988,0.02,0.0,0.0,0.0358
1643,0.076,0.1094,0.2702,0.2114,0.0002,0.0048,0.0006,0.0002
138446,0.0518,0.2868,0.1192,0.452,0.0002,0.0002,0.0002,0.0002
211406,0.2122,0.2622,0.3516,0.4816,0.0002,0.1204,0.3848,0.0002
169710,0.1578,0.3256,0.153,0.199,0.0002,0.0338,0.264,0.0002
314062,0.2558,0.0716,0.4186,0.1132,0.0006,0.0,0.0006,0.0022
137711,0.1692,0.3536,0.1816,0.0188,0.0002,0.2804,0.1064,0.0002
573,0.0618,0.2266,0.0002,0.111,0.0104,0.0,0.0,0.0
572,0.0196,0.1582,0.3142,0.2564,0.0002,0.0002,0.0002,0.0002
575,0.405,0.3284,0.0272,0.1412,0.1044,0.0,0.0,0.0
574,0.2798,0.219,0.1394,0.4636,0.008,0.0,0.0,0.0002
601,0.0782,0.1472,0.0034,0.4416,0.0,0.0,0.0,0.0
5435,0.3352,0.1426,0.4604,0.3796,0.1348,0.0,0.0,0.3544
5438,0.3324,0.2312,0.4766,0.2428,0.0008,0.0,0.0,0.0922
5439,0.2814,0.382,0.2584,0.2502,0.2098,0.0,0.0026,0.039
34222,0.4444,0.164,0.2982,0.0898,0.0002,0.0,0.0,0.0002
164762,0.4404,0.342,0.452,0.3486,0.0,0.0,0.0,0.0
164761,0.2658,0.303,0.2118,0.2394,0.0062,0.0,0.0,0.0952
164766,0.354,0.382,0.216,0.313,0.0,0.0,0.0,0.0
529001,0.007,0.4812,0.0048,0.348,0.0,0.0,0.0,0.0
164764,0.4958,0.1094,0.1834,0.4772,0.0,0.0,0.0,0.0
35179,0.2656,0.285,0.1986,0.2262,0.0,0.0,0.0,0.0
35175,0.071,0.3914,0.0034,0.3272,0.0002,0.0002,0.0002,0.0002
18123,0.0526,0.351,0.0366,0.0016,0.0,0.0,0.0,0.0
18122,0.2766,0.2386,0.014,0.1546,0.0,0.0,0.0,0.0
18121,0.1788,0.1902,0.4596,0.3498,0.0,0.0,0.0,0.0
18127,0.4286,0.0312,0.2728,0.1886,0.0002,0.0,0.0,0.0002
18126,0.2004,0.114,0.4534,0.413,0.0,0.0,0.0,0.0
280924,0.1432,0.1144,0.0618,0.1032,0.0002,0.0,0.0,0.0102
72927,0.1548,0.0472,0.1124,0.1892,0.0002,0.0352,0.3906,0.001
72299,0.0548,0.4786,0.4272,0.1058,0.0002,0.0002,0.0002,0.0002
183518,0.3588,0.4252,0.0478,0.048,0.0002,0.0002,0.0002,0.0002
183519,0.386,0.3232,0.113,0.0352,0.006,0.0,0.024,0.0092
183517,0.077,0.3614,0.0846,0.3376,0.0154,0.0,0.0,0.497
8582,0.012,0.284,0.3036,0.1098,0.2038,0.0002,0.0002,0.0
183511,0.3242,0.3954,0.1646,0.0238,0.0168,0.0,0.0002,0.0564
282079,0.1932,0.1896,0.1754,0.316,0.0002,0.0424,0.2984,0.0002
35311,0.3224,0.2518,0.4704,0.4996,0.0002,0.0,0.0,0.0038
541256,0.1618,0.2938,0.2642,0.0262,0.0,0.0002,0.0002,0.0
541252,0.3064,0.4604,0.3886,0.2638,0.0002,0.0002,0.0002,0.0002
289755,0.0338,0.334,0.1442,0.0576,0.0002,0.3736,0.046,0.0022
541250,0.2526,0.3538,0.2512,0.0654,0.0346,0.0002,0.0002,0.207
136041,0.0474,0.0574,0.3012,0.448,0.0064,0.0012,0.0022,0.343
136042,0.0202,0.4926,0.0302,0.3296,0.0646,0.0,0.0,0.0
5887,0.432,0.4112,0.3184,0.353,0.0002,0.2876,0.231,0.0002
830047,0.403,0.1324,0.4476,0.0954,0.0002,0.4572,0.2504,0.0006
89294,0.4094,0.181,0.4288,0.3846,0.0002,0.0002,0.0004,0.0002
181918,0.3034,0.255,0.3064,0.1694,0.0002,0.0002,0.4872,0.0002
6555,0.389,0.4802,0.389,0.3014,0.0002,0.0,0.013,0.0002
6551,0.0576,0.3284,0.009,0.2456,0.0002,0.0002,0.0002,0.0002
6558,0.2338,0.2046,0.3154,0.309,0.0002,0.0,0.002,0.0002
6559,0.2718,0.2306,0.41,0.4338,0.0002,0.139,0.1202,0.0002
27742,0.421,0.4484,0.0308,0.0572,0.0594,0.0,0.0,0.0644
279468,0.1812,0.205,0.0508,0.37,0.0002,0.0048,0.2024,0.0938
279466,0.4516,0.1328,0.0376,0.2882,0.0002,0.0002,0.0002,0.0002
279467,0.1746,0.144,0.3746,0.3376,0.0002,0.0,0.0802,0.0002
279465,0.3328,0.3624,0.3,0.2648,0.0012,0.0,0.1394,0.0014
279462,0.2526,0.1624,0.1688,0.3494,0.0006,0.0,0.0,0.453
279461,0.1614,0.0858,0.0154,0.4472,0.0002,0.003,0.147,0.0342
248478,0.2124,0.3764,0.4484,0.2484,0.0004,0.0,0.498,0.0182
72431,0.1348,0.4676,0.4518,0.2044,0.0002,0.0002,0.0002,0.0002
72430,0.111,0.1402,0.4366,0.3918,0.0002,0.0002,0.0002,0.0002
812702,0.0842,0.1914,0.368,0.1844,0.0002,0.0244,0.4138,0.0002
173038,0.302,0.2852,0.3434,0.199,0.0002,0.018,0.0644,0.0002
173039,0.1398,0.1022,0.0324,0.0582,0.0002,0.0004,0.4568,0.0012
27290,0.3634,0.4736,0.3396,0.4576,0.0,0.0,0.0,0.0
173037,0.0298,0.043,0.4516,0.3326,0.0002,0.0008,0.0,0.0058
9886,0.4668,0.3118,0.0368,0.0484,0.3144,0.0,0.0,0.237
551359,0.0488,0.2016,0.1954,0.0294,0.0002,0.3158,0.0026,0.0064
279209,0.4378,0.3154,0.4596,0.3388,0.0056,0.0,0.0,0.0068
574327,0.3762,0.122,0.4814,0.182,0.001,0.0004,0.2012,0.1344
74554,0.4958,0.2268,0.4326,0.2354,0.0,0.0,0.0,0.0
566222,0.2472,0.3364,0.346,0.3542,0.0162,0.0,0.0,0.1
576219,0.182,0.3198,0.092,0.0864,0.4258,0.0,0.0,0.1598
576749,0.3896,0.46,0.1806,0.1678,0.0002,0.0002,0.0518,0.0002
576747,0.4118,0.3706,0.0994,0.2106,0.0002,0.0002,0.0958,0.0002
42446,0.3074,0.2802,0.4638,0.207,0.2778,0.0,0.0,0.1338
576743,0.4184,0.4182,0.3892,0.4808,0.0002,0.3374,0.0976,0.0002
273007,0.0594,0.2006,0.1388,0.0638,0.4496,0.0,0.0,0.016
273004,0.1096,0.1044,0.2602,0.0278,0.0,0.0,0.0,0.0
273002,0.3856,0.468,0.4218,0.3746,0.0,0.0,0.0,0.0004
273001,0.4056,0.3706,0.0402,0.2206,0.0002,0.0002,0.0198,0.0002
546206,0.4154,0.3516,0.4262,0.4648,0.465,0.0,0.0,0.1688
10958,0.4898,0.0768,0.483,0.1578,0.2186,0.0,0.0,0.2294
100779,0.262,0.4296,0.4422,0.4338,0.0388,0.0,0.0,0.3514
100991,0.4496,0.1136,0.2148,0.0506,0.0002,0.0692,0.2186,0.0002
100990,0.2046,0.259,0.4482,0.2848,0.3224,0.0,0.0,0.2088
281259,0.4498,0.0676,0.4638,0.2382,0.0002,0.0352,0.323,0.0002
150703,0.3504,0.2812,0.1674,0.1292,0.2124,0.0,0.0,0.153
150702,0.159,0.0428,0.456,0.2866,0.0002,0.0002,0.0328,0.0002
28343,0.353,0.4556,0.252,0.1028,0.0002,0.4912,0.1936,0.0002
829159,0.4416,0.01,0.0896,0.3438,0.0002,0.0612,0.182,0.0008
25581,0.4524,0.0778,0.0114,0.116,0.1238,0.0,0.0,0.2246
25583,0.448,0.3178,0.064,0.0686,0.0002,0.2564,0.283,0.0002
25582,0.3686,0.05,0.437,0.3612,0.0002,0.0002,0.0056,0.0002
2255,0.3062,0.303,0.337,0.1136,0.0002,0.0,0.0,0.0002
2254,0.0792,0.1428,0.0356,0.328,0.0002,0.0,0.0,0.1622
558651,0.2748,0.1502,0.2678,0.3394,0.0,0.0,0.0,0.0
2252,0.0236,0.4356,0.0976,0.399,0.0002,0.0004,0.0114,0.0002
2251,0.2012,0.2776,0.214,0.338,0.0,0.0,0.0,0.0
2250,0.229,0.409,0.2608,0.4016,0.0,0.0,0.0,0.0
103790,0.3134,0.1666,0.0662,0.177,0.0036,0.0,0.001,0.008
418795,0.36,0.438,0.4644,0.473,0.0002,0.001,0.0434,0.004
21358,0.2862,0.0366,0.4828,0.2594,0.0018,0.0,0.009,0.115
135829,0.4642,0.4682,0.1052,0.2602,0.0002,0.0,0.0,0.0018
158430,0.144,0.1822,0.4256,0.118,0.0086,0.0,0.4886,0.0026
72300,0.1766,0.298,0.0528,0.4858,0.0,0.0,0.0,0.0
2781,0.2908,0.3204,0.436,0.1956,0.0002,0.0002,0.0034,0.0002
4805,0.4828,0.295,0.1218,0.244,0.0,0.0,0.0,0.0
2783,0.4392,0.1148,0.088,0.4864,0.0002,0.201,0.1566,0.0002
2782,0.396,0.4446,0.4548,0.4046,0.1864,0.0,0.0,0.0672
670414,0.443,0.0102,0.0128,0.069,0.0236,0.0,0.0028,0.0096
41934,0.056,0.2522,0.0772,0.4736,0.0002,0.0,0.0,0.0062
2079,0.256,0.461,0.0902,0.3346,0.4402,0.0,0.0002,0.1592
2078,0.0548,0.1126,0.2142,0.4528,0.0,0.0,0.0,0.0
10606,0.349,0.1384,0.441,0.4426,0.0002,0.0002,0.0002,0.0002
2076,0.0216,0.0634,0.139,0.4516,0.0,0.0,0.0,0.0
33469,0.1174,0.4792,0.0894,0.4266,0.0,0.0,0.0,0.0
541389,0.189,0.3352,0.4174,0.2554,0.0002,0.0002,0.0256,0.0002
33467,0.0892,0.035,0.4256,0.49,0.1886,0.0,0.0,0.0686
18463,0.2826,0.1378,0.0392,0.059,0.0,0.0,0.0,0.0
18460,0.0736,0.3348,0.447,0.036,0.0,0.0,0.0,0.0
566751,0.285,0.4962,0.4368,0.1612,0.4898,0.0,0.0004,0.193
530027,0.0272,0.2092,0.121,0.4388,0.0002,0.3384,0.0068,0.0176
268716,0.1386,0.321,0.4586,0.1218,0.0,0.0,0.0,0.0
268715,0.063,0.3122,0.2174,0.0406,0.0002,0.0,0.0412,0.0002
268718,0.3298,0.3898,0.2728,0.247,0.0126,0.0,0.0,0.0348
534734,0.4564,0.4144,0.146,0.2506,0.0002,0.0,0.0,0.0012
534735,0.0542,0.0872,0.118,0.0746,0.0,0.0,0.0,0.0
534733,0.0434,0.278,0.2496,0.014,0.0002,0.0,0.0,0.0004
36039,0.0924,0.131,0.3234,0.4786,0.0002,0.0042,0.1916,0.0002
9790,0.425,0.4644,0.0266,0.045,0.0,0.0,0.0,0.0
36031,0.214,0.0998,0.3572,0.4404,0.0002,0.0,0.0002,0.0042
36035,0.1246,0.2056,0.4122,0.443,0.0002,0.0002,0.0002,0.0002
272985,0.0004,0.2576,0.0128,0.3314,0.0002,0.0002,0.0002,0.0002
84667,0.4352,0.3382,0.4998,0.361,0.0002,0.0,0.0002,0.0002
272981,0.0082,0.0972,0.3698,0.0542,0.4856,0.0,0.0,0.0
272982,0.0118,0.3012,0.092,0.1296,0.425,0.0,0.0,0.0
272988,0.0808,0.4274,0.0642,0.4208,0.0,0.0,0.0,0.0
18605,0.2312,0.109,0.307,0.1944,0.0,0.0,0.0,0.0
547127,0.1814,0.03,0.1256,0.2852,0.436,0.0,0.0,0.1576
34965,0.0182,0.3056,0.095,0.2892,0.2518,0.0,0.0,0.0
34967,0.0434,0.3874,0.145,0.432,0.0002,0.0002,0.0014,0.0002
34969,0.0542,0.1622,0.216,0.4912,0.002,0.0,0.0,0.0
670926,0.0214,0.2226,0.3752,0.1676,0.0002,0.02,0.1314,0.0002
828357,0.061,0.4178,0.3062,0.0452,0.0012,0.0,0.0,0.0
51131,0.0336,0.0814,0.3054,0.4118,0.0002,0.0004,0.147,0.0002
181630,0.31,0.0806,0.218,0.4366,0.0002,0.0002,0.0002,0.0002
51135,0.075,0.0894,0.3594,0.4702,0.0002,0.1274,0.2574,0.0002
50543,0.0698,0.4048,0.1292,0.0004,0.0864,0.0,0.0,0.0012
532893,0.1384,0.2144,0.4352,0.3204,0.0,0.0,0.0,0.0
50014,0.0896,0.1436,0.4238,0.2814,0.0002,0.0002,0.001,0.0002
532895,0.3178,0.4628,0.1552,0.0688,0.0,0.0,0.0,0.0
532894,0.2758,0.3782,0.147,0.0902,0.0,0.0,0.0,0.0
281174,0.032,0.3284,0.4434,0.1456,0.0002,0.0026,0.2552,0.0002
537550,0.16,0.3064,0.1248,0.3612,0.0002,0.0002,0.0002,0.0002
537559,0.3104,0.4034,0.4228,0.2714,0.4772,0.0,0.0004,0.2468
269004,0.0072,0.2398,0.0042,0.354,0.0002,0.0002,0.0002,0.0002
269006,0.4334,0.404,0.3488,0.3504,0.0158,0.0,0.0,0.016
560331,0.1468,0.3976,0.258,0.3728,0.0002,0.054,0.4856,0.0002
560332,0.3352,0.227,0.4312,0.466,0.0002,0.0002,0.0002,0.0002
560335,0.35,0.4142,0.0872,0.1364,0.0002,0.3898,0.4602,0.0002
560334,0.2514,0.3402,0.2414,0.2754,0.0002,0.0112,0.1628,0.0002
6494,0.2172,0.0462,0.1972,0.4252,0.0,0.0,0.0,0.0
6491,0.0272,0.171,0.0254,0.4414,0.1748,0.0,0.0,0.0
273583,0.3246,0.3276,0.3622,0.3534,0.0002,0.0,0.0,0.0006
273582,0.2498,0.0668,0.2528,0.4824,0.0002,0.0002,0.0002,0.0002
39326,0.4234,0.1074,0.1722,0.3422,0.0002,0.0294,0.0116,0.0002
39327,0.2276,0.2292,0.238,0.3116,0.0002,0.3956,0.1024,0.0002
541403,0.3962,0.4926,0.4094,0.4776,0.0,0.0,0.0,0.0
541405,0.0498,0.2454,0.1258,0.2382,0.0002,0.0,0.0,0.1108
298717,0.1396,0.2236,0.0106,0.0574,0.0002,0.0002,0.0018,0.0002
35959,0.2066,0.1826,0.497,0.4728,0.0002,0.0008,0.1218,0.0002
543135,0.4894,0.1264,0.2934,0.07,0.0014,0.0,0.0,0.0026
543935,0.1632,0.1144,0.255,0.338,0.1182,0.0,0.0,0.3946
88375,0.1432,0.2752,0.367,0.1038,0.0002,0.0,0.0,0.0578
91871,0.0766,0.3414,0.2512,0.037,0.0002,0.2242,0.2388,0.0016
543931,0.2704,0.1864,0.4216,0.476,0.0802,0.0,0.0,0.3584
108238,0.493,0.3936,0.1668,0.105,0.0002,0.0,0.0338,0.0018
266719,0.1316,0.346,0.3274,0.4984,0.0002,0.0468,0.0,0.0054
479,0.473,0.495,0.405,0.4904,0.0002,0.2416,0.109,0.0002
551626,0.28,0.2966,0.4268,0.4438,0.0,0.0,0.0,0.0014
11383,0.1548,0.3448,0.4682,0.2484,0.0034,0.0296,0.0,0.157
11387,0.3546,0.2552,0.3262,0.0444,0.0,0.0,0.0,0.0
11389,0.3992,0.3736,0.1398,0.1718,0.0,0.0,0.0,0.0002
13295,0.24,0.4698,0.4868,0.283,0.0002,0.0002,0.0002,0.0002
19159,0.1124,0.1456,0.1134,0.0814,0.0,0.0,0.0,0.0206
19151,0.3284,0.4124,0.1876,0.0854,0.0002,0.0,0.001,0.0002
19150,0.3194,0.4454,0.2354,0.064,0.0068,0.0,0.0,0.0554
51063,0.0506,0.1326,0.2754,0.1908,0.0002,0.0002,0.0112,0.0002
281838,0.471,0.0426,0.354,0.1392,0.0002,0.0008,0.0406,0.0002
281839,0.3672,0.31,0.461,0.437,0.0002,0.285,0.117,0.0002
281837,0.4584,0.0686,0.3316,0.1914,0.0002,0.0008,0.0656,0.0002
281835,0.2468,0.1502,0.0928,0.3694,0.488,0.0,0.0,0.275
282333,0.2666,0.2632,0.4056,0.4412,0.0002,0.0002,0.0002,0.0002
35438,0.2896,0.3844,0.0166,0.0518,0.0022,0.0,0.0,0.0
35439,0.3996,0.225,0.2612,0.125,0.0002,0.0024,0.0474,0.0002
145117,0.4364,0.1582,0.4842,0.1124,0.0016,0.0002,0.0104,0.0068
145118,0.4392,0.1282,0.1342,0.0272,0.019,0.0004,0.002,0.0336
35435,0.3506,0.4266,0.4672,0.4158,0.0002,0.0,0.0004,0.0002
35436,0.3206,0.2572,0.041,0.1798,0.0,0.0,0.0,0.0
35430,0.0046,0.396,0.0008,0.4722,0.0002,0.0002,0.0002,0.0002
35431,0.4194,0.0622,0.3416,0.0844,0.0002,0.0002,0.0002,0.0002
35433,0.005,0.3202,0.063,0.2486,0.0002,0.0002,0.0002,0.0002
300494,0.0638,0.4494,0.47,0.0754,0.2542,0.0,0.0,0.0104
812390,0.4088,0.2926,0.4844,0.4308,0.0002,0.1972,0.1202,0.0002
140090,0.4052,0.1864,0.2506,0.4286,0.0122,0.0,0.0024,0.0442
140094,0.322,0.137,0.332,0.489,0.0002,0.2686,0.3708,0.0024
154077,0.3582,0.3862,0.0372,0.0322,0.001,0.0,0.0134,0.0072
154071,0.211,0.293,0.3432,0.2024,0.0434,0.0,0.002,0.002
154078,0.4956,0.0196,0.139,0.2296,0.0002,0.0262,0.4036,0.0002
281787,0.4256,0.2198,0.2426,0.4954,0.0798,0.0,0.0,0.052
534942,0.285,0.4542,0.1062,0.1856,0.0002,0.0,0.0,0.0002
547943,0.264,0.2428,0.2966,0.4864,0.0862,0.0,0.0,0.4754
148309,0.3212,0.4632,0.159,0.2734,0.2414,0.0,0.0,0.4714
117095,0.406,0.3388,0.28,0.3746,0.0002,0.0068,0.0704,0.0002
152957,0.2304,0.3152,0.4948,0.405,0.0002,0.0002,0.0046,0.0002
152951,0.1886,0.2638,0.152,0.303,0.0002,0.0002,0.017,0.0002
74126,0.0006,0.3522,0.0272,0.1852,0.0036,0.1936,0.032,0.0028
559244,0.3956,0.0736,0.2532,0.2942,0.0002,0.0466,0.1198,0.0002
559246,0.2346,0.412,0.3098,0.1132,0.0,0.0,0.0,0.0004
559240,0.377,0.3784,0.4272,0.3638,0.0002,0.0002,0.0002,0.0002
558043,0.1546,0.3068,0.2368,0.4434,0.1128,0.0,0.0,0.2722
558045,0.0556,0.106,0.2198,0.4498,0.0002,0.3174,0.0686,0.0024
558047,0.0848,0.3,0.2674,0.3662,0.0318,0.0,0.0002,0.3984
42495,0.3304,0.204,0.3158,0.3958,0.0002,0.0002,0.0224,0.0002
16813,0.213,0.4012,0.062,0.256,0.0,0.0,0.0,0.0
173789,0.4446,0.0262,0.112,0.316,0.0002,0.063,0.0778,0.0002
141947,0.2584,0.4976,0.4582,0.2852,0.0002,0.1824,0.4422,0.0002
141943,0.1088,0.1678,0.3746,0.4424,0.0002,0.0,0.0,0.0022
141949,0.225,0.421,0.4472,0.4276,0.0002,0.0044,0.477,0.0002
824233,0.3154,0.383,0.346,0.2402,0.0192,0.0,0.0,0.0018
10413,0.4016,0.1508,0.4258,0.3106,0.0,0.0,0.0,0.0
564327,0.4406,0.2056,0.3864,0.4456,0.0002,0.0,0.0004,0.0002
9630,0.2692,0.4196,0.4108,0.4158,0.0,0.0,0.0,0.0
137886,0.2994,0.3952,0.0058,0.012,0.0,0.0,0.0,0.0
9325,0.31,0.37,0.0378,0.0956,0.0,0.0,0.0,0.0
8941,0.3412,0.293,0.4168,0.1292,0.0002,0.0,0.0102,0.0002
543323,0.0982,0.1994,0.0068,0.3242,0.0002,0.0002,0.0004,0.0002
8942,0.0484,0.2666,0.0138,0.3028,0.0002,0.0002,0.0002,0.0002
18859,0.0924,0.259,0.4556,0.032,0.0,0.0,0.0,0.0516
142028,0.1378,0.003,0.1306,0.1028,0.0002,0.0208,0.074,0.0002
18855,0.1076,0.2572,0.2496,0.46,0.0,0.0,0.0,0.0
26970,0.4314,0.249,0.0238,0.1346,0.0,0.0,0.0,0.0
542813,0.0234,0.0144,0.3862,0.3386,0.0,0.0,0.0,0.0
26974,0.23,0.106,0.3038,0.4424,0.0,0.0,0.0,0.0
531663,0.4684,0.4054,0.274,0.2326,0.0002,0.0002,0.0154,0.0002
531662,0.3124,0.4008,0.1732,0.3444,0.0002,0.0002,0.0002,0.0002
312158,0.1612,0.1116,0.3936,0.4224,0.0002,0.0002,0.0398,0.0002
84587,0.0542,0.1726,0.4868,0.275,0.0002,0.0002,0.0114,0.0002
138461,0.1188,0.1782,0.1806,0.1398,0.0002,0.0,0.0,0.2042
138463,0.1302,0.1738,0.155,0.1636,0.0038,0.0,0.0,0.1736
557737,0.0982,0.2216,0.014,0.4016,0.0,0.0,0.0,0.0
559,0.3686,0.1384,0.4472,0.2818,0.077,0.0,0.0,0.0
558,0.413,0.3204,0.1056,0.1216,0.0,0.0,0.0,0.0
432621,0.2274,0.3318,0.4644,0.33,0.0198,0.0004,0.2106,0.0216
33694,0.3472,0.4502,0.1534,0.2672,0.0,0.0,0.0,0.0
799725,0.1666,0.1926,0.1768,0.4,0.0002,0.0002,0.0002,0.0002
799726,0.2868,0.4078,0.1726,0.248,0.0002,0.0002,0.0002,0.0002
528957,0.0662,0.3208,0.0266,0.3744,0.0,0.0,0.0,0.0
528953,0.0006,0.3068,0.0148,0.1126,0.0,0.0,0.0,0.0
557738,0.0058,0.3258,0.2176,0.1952,0.0002,0.0002,0.0002,0.0002
169598,0.1478,0.3316,0.182,0.4136,0.0002,0.4504,0.0022,0.017
169599,0.1892,0.3696,0.3058,0.4184,0.039,0.0476,0.0002,0.08
1195,0.0632,0.2834,0.1138,0.4716,0.0002,0.0002,0.0002,0.0002
175310,0.2118,0.0794,0.4128,0.4418,0.0002,0.0114,0.2452,0.0002
34206,0.1532,0.2162,0.4806,0.054,0.0,0.0,0.0,0.0
35159,0.2322,0.364,0.49,0.4062,0.0346,0.0,0.0,0.2376
549798,0.4986,0.403,0.2884,0.4256,0.0,0.0,0.0,0.0
529038,0.0036,0.1448,0.2308,0.0168,0.0,0.0,0.0,0.0
18141,0.2728,0.487,0.1602,0.3552,0.0002,0.0002,0.0002,0.0002
18143,0.0528,0.2754,0.4022,0.1366,0.0002,0.0056,0.0,0.0002
18142,0.0226,0.2524,0.3316,0.085,0.1088,0.0,0.0,0.0
148894,0.0482,0.1756,0.3148,0.4056,0.2206,0.0,0.0,0.0
87615,0.2338,0.2302,0.0362,0.0246,0.0028,0.1178,0.4816,0.0006
234398,0.1658,0.453,0.122,0.4012,0.0002,0.2878,0.2304,0.0002
550227,0.472,0.3508,0.2232,0.4102,0.0002,0.0002,0.0002,0.0002
183533,0.1058,0.0208,0.433,0.0322,0.0002,0.0002,0.0004,0.0002
183534,0.4902,0.1402,0.1862,0.0866,0.0002,0.0002,0.0002,0.0002
541235,0.218,0.2264,0.2722,0.2632,0.0,0.0,0.0,0.0
563615,0.4968,0.3212,0.055,0.2154,0.0002,0.0,0.0608,0.0134
169335,0.393,0.195,0.3766,0.2084,0.0002,0.482,0.357,0.0002
181975,0.3932,0.4002,0.4576,0.2498,0.076,0.0,0.0004,0.0048
830060,0.1854,0.0522,0.2748,0.202,0.0002,0.0002,0.0006,0.0002
136025,0.223,0.0246,0.2006,0.026,0.146,0.0,0.0002,0.3594
6574,0.1842,0.0718,0.2964,0.4776,0.4648,0.0,0.0,0.0818
268953,0.1746,0.1568,0.4046,0.424,0.0002,0.0002,0.0002,0.0002
279449,0.0984,0.0692,0.1878,0.2318,0.0002,0.0002,0.0002,0.0002
279193,0.082,0.4962,0.2392,0.2828,0.0002,0.0002,0.0036,0.0002
279445,0.0368,0.4968,0.2094,0.0154,0.4522,0.0,0.0,0.0
25946,0.0108,0.4364,0.0002,0.2682,0.0002,0.0002,0.0002,0.0002
3839,0.407,0.204,0.4534,0.2286,0.0002,0.0002,0.0002,0.0002
72413,0.2204,0.225,0.3586,0.375,0.0002,0.0752,0.1816,0.0002
72411,0.3832,0.08,0.4584,0.1238,0.0002,0.0,0.0014,0.0016
76974,0.0266,0.4098,0.0156,0.4836,0.0002,0.0002,0.0002,0.0002
566141,0.3708,0.3164,0.294,0.4296,0.0394,0.0,0.0,0.0284
72415,0.2278,0.421,0.0442,0.176,0.0004,0.0,0.0744,0.0004
72414,0.0798,0.1738,0.1966,0.1132,0.138,0.0,0.0,0.021
279227,0.4852,0.365,0.3556,0.2794,0.1624,0.0,0.0,0.221
273390,0.0634,0.0702,0.408,0.2452,0.0018,0.0,0.0,0.1148
279229,0.2234,0.3474,0.0756,0.0458,0.0,0.0,0.0,0.0182
50079,0.247,0.229,0.4118,0.0778,0.0028,0.0,0.0088,0.0004
50078,0.0982,0.1332,0.3436,0.4674,0.0002,0.2814,0.4824,0.0002
576237,0.445,0.1042,0.2924,0.1806,0.0056,0.0,0.0,0.0076
576235,0.3248,0.2272,0.3952,0.3128,0.0002,0.0002,0.0134,0.0002
559787,0.1644,0.0318,0.1898,0.1146,0.0002,0.0002,0.0002,0.0002
531063,0.141,0.3716,0.3958,0.3362,0.2826,0.0,0.0,0.1138
576231,0.192,0.0254,0.139,0.1972,0.0214,0.0,0.0012,0.0292
16668,0.1462,0.2278,0.3442,0.0986,0.2616,0.0002,0.0002,0.0042
528809,0.286,0.0944,0.0602,0.4364,0.0002,0.0002,0.0024,0.0654
531069,0.383,0.18,0.404,0.2044,0.4736,0.0,0.0,0.2888
576238,0.1648,0.1136,0.2362,0.2664,0.0002,0.0002,0.1166,0.0002
149851,0.1926,0.1024,0.361,0.4796,0.0,0.0,0.0,0.0
566203,0.4814,0.3568,0.086,0.1196,0.0002,0.2888,0.0712,0.0002
566205,0.017,0.3088,0.3828,0.109,0.0002,0.0,0.0,0.2268
117406,0.3098,0.4538,0.3986,0.3698,0.004,0.0,0.0,0.3192
273021,0.2568,0.4136,0.321,0.118,0.3888,0.0,0.0,0.1078
273022,0.387,0.4402,0.3518,0.347,0.0248,0.0,0.0,0.1018
10973,0.315,0.4844,0.2916,0.2704,0.0002,0.0,0.017,0.0002
10974,0.4872,0.3208,0.2458,0.1766,0.0166,0.0,0.0,0.029
