Motif,NL/AD,NL/MCI,MCI/CONV,AD/CONV,NL/ER(NL),NL/DD(NL),AD/DD(AD),AD/ER(AD)
295852,0.0114,0.4442,0.0706,0.456,0.0566,0.0008,0.0186,0.0098
295854,0.3258,0.1428,0.1158,0.2814,0.0002,0.1244,0.475,0.0002
297562,0.0736,0.4652,0.328,0.1202,0.0,0.1028,0.0012,0.0
297561,0.0046,0.4396,0.231,0.0258,0.0034,0.0002,0.0002,0.0002
297564,0.2996,0.2686,0.0358,0.2586,0.0,0.0012,0.0,0.0
10702,0.01,0.3152,0.3366,0.0976,0.0122,0.0002,0.0028,0.0002
836959,0.2722,0.0612,0.4628,0.2058,0.0002,0.0978,0.4476,0.0002
149147,0.4878,0.2622,0.4052,0.4462,0.0,0.0,0.0,0.0
173543,0.3312,0.497,0.1874,0.1058,0.0002,0.0472,0.0806,0.0002
269549,0.1816,0.4836,0.2962,0.318,0.0002,0.0004,0.001,0.0002
269547,0.253,0.1462,0.3408,0.4364,0.0002,0.134,0.0032,0.0002
269543,0.1084,0.0498,0.2224,0.0836,0.0002,0.0004,0.0218,0.0002
152430,0.1606,0.2318,0.0646,0.332,0.0896,0.0002,0.4944,0.0422
84125,0.0404,0.3824,0.3746,0.022,0.0,0.0,0.0,0.0
270061,0.4768,0.2938,0.3426,0.4162,0.0002,0.0002,0.0002,0.0002
26026,0.1566,0.381,0.2794,0.1678,0.0002,0.0002,0.016,0.0002
271223,0.091,0.272,0.1236,0.0384,0.0714,0.0,0.0,0.0022
147871,0.4738,0.2232,0.1508,0.4016,0.0,0.0,0.0,0.0
147870,0.0008,0.2548,0.3794,0.0108,0.0,0.0,0.0,0.0
22871,0.2468,0.3464,0.2308,0.4258,0.0014,0.0,0.0,0.0506
139933,0.4384,0.2576,0.432,0.3218,0.0568,0.0122,0.0,0.0884
22878,0.2028,0.4424,0.1104,0.3716,0.0024,0.0,0.0,0.0024
139934,0.0242,0.0856,0.0774,0.0248,0.0002,0.0002,0.0002,0.0002
37790,0.3172,0.3476,0.0556,0.0744,0.0002,0.0008,0.0002,0.0002
38503,0.3084,0.0426,0.4872,0.1636,0.0002,0.0002,0.0002,0.0002
84699,0.3952,0.1702,0.1652,0.424,0.3484,0.0,0.0,0.474
3519,0.0018,0.1228,0.0122,0.245,0.0002,0.0018,0.1624,0.0002
2685,0.0246,0.1208,0.0638,0.3286,0.0002,0.3214,0.3192,0.0002
2686,0.1032,0.4298,0.0806,0.3902,0.0002,0.0302,0.153,0.0002
2687,0.0352,0.132,0.0592,0.3626,0.0002,0.1754,0.1724,0.0002
2683,0.0274,0.0486,0.0488,0.2436,0.0002,0.0002,0.0138,0.0002
563934,0.3652,0.4986,0.2486,0.4046,0.0034,0.0,0.0,0.0074
528797,0.066,0.3332,0.1568,0.0284,0.1366,0.0,0.0006,0.0986
563933,0.2912,0.4926,0.408,0.4554,0.0002,0.0,0.0,0.0002
563931,0.0912,0.0388,0.1792,0.246,0.0002,0.0174,0.2998,0.0002
528799,0.033,0.3742,0.4696,0.0382,0.0164,0.0,0.06,0.1138
528798,0.0484,0.1016,0.1138,0.1624,0.0,0.0,0.0,0.3704
271085,0.0498,0.0232,0.009,0.0964,0.0002,0.0,0.0074,0.0002
71820,0.055,0.2206,0.0672,0.1708,0.0,0.0,0.0118,0.001
268635,0.3386,0.379,0.3016,0.4346,0.0026,0.0,0.0,0.0314
268636,0.2566,0.4682,0.2788,0.1142,0.0006,0.0,0.0,0.0098
148638,0.0622,0.3924,0.4554,0.0982,0.0006,0.0768,0.2322,0.3924
148639,0.4486,0.3372,0.25,0.3334,0.0,0.0,0.0,0.0
280652,0.0804,0.1576,0.0628,0.0694,0.0,0.0138,0.0076,0.0
543471,0.397,0.127,0.3156,0.355,0.0002,0.0008,0.0294,0.0002
33503,0.3938,0.046,0.2838,0.182,0.002,0.0,0.0,0.0042
33501,0.0744,0.1606,0.4506,0.3702,0.0002,0.0,0.0,0.0002
71756,0.0064,0.3664,0.0138,0.1902,0.0,0.0,0.0018,0.0
575451,0.0456,0.405,0.4986,0.0282,0.0214,0.0,0.1142,0.0002
17823,0.0914,0.42,0.0674,0.2738,0.4644,0.0,0.0,0.0002
17822,0.3726,0.1406,0.4324,0.2322,0.1874,0.0,0.0,0.362
156655,0.4124,0.4272,0.341,0.4226,0.016,0.0,0.0,0.0114
156654,0.021,0.2102,0.2028,0.4254,0.0002,0.239,0.098,0.0002
27575,0.0176,0.078,0.46,0.23,0.0002,0.0012,0.1354,0.0002
137643,0.4402,0.496,0.3666,0.3334,0.0002,0.0404,0.178,0.0002
137646,0.2486,0.1176,0.1462,0.2294,0.2716,0.0002,0.0,0.313
83611,0.1438,0.4072,0.1764,0.0578,0.0,0.0,0.0,0.0026
83614,0.4364,0.1454,0.3014,0.2912,0.3784,0.0246,0.0004,0.0858
1179,0.2008,0.311,0.3474,0.2132,0.0002,0.0002,0.0002,0.0002
296555,0.4244,0.4538,0.0104,0.0352,0.2622,0.0,0.0,0.2188
296554,0.4334,0.3776,0.3814,0.2582,0.0002,0.243,0.0816,0.0002
296556,0.0672,0.2278,0.4872,0.0178,0.0,0.0,0.0,0.0
296550,0.3382,0.4322,0.2282,0.4828,0.0002,0.4828,0.0728,0.0002
296553,0.2594,0.2808,0.423,0.0094,0.0,0.0,0.0,0.0
298188,0.1222,0.3406,0.0198,0.449,0.0002,0.0002,0.0002,0.0002
174686,0.31,0.1144,0.161,0.2966,0.0016,0.085,0.3894,0.005
72255,0.1568,0.4054,0.4874,0.194,0.0002,0.4106,0.3882,0.0002
72254,0.1974,0.0678,0.1254,0.1428,0.0,0.0,0.0,0.0124
72251,0.2964,0.3804,0.37,0.2408,0.0002,0.0002,0.002,0.0002
268859,0.39,0.4888,0.4494,0.473,0.0002,0.0244,0.0628,0.0002
169341,0.2238,0.498,0.3178,0.2404,0.0002,0.022,0.0046,0.0004
552028,0.1372,0.251,0.2542,0.177,0.0002,0.0002,0.0004,0.0002
34559,0.246,0.4726,0.1124,0.0338,0.0002,0.0,0.0042,0.0002
109662,0.1892,0.4432,0.4562,0.2498,0.4684,0.0,0.0,0.132
552026,0.1614,0.4466,0.4126,0.0948,0.0068,0.0,0.0006,0.4328
8541,0.4836,0.2126,0.2344,0.1236,0.0,0.0,0.0,0.0
8543,0.2288,0.3312,0.2458,0.0794,0.0,0.0,0.0,0.067
8542,0.003,0.4578,0.3096,0.0198,0.0,0.0,0.0,0.0
825807,0.2426,0.2976,0.1974,0.3838,0.0096,0.0,0.0378,0.0462
825806,0.4626,0.4608,0.2702,0.2718,0.0002,0.0004,0.2462,0.0002
541309,0.0364,0.0262,0.3796,0.2922,0.0,0.0,0.0,0.0
35931,0.4304,0.4092,0.0806,0.0918,0.2082,0.0,0.0,0.1202
541307,0.4318,0.4374,0.4292,0.4148,0.0,0.0,0.0,0.0
35935,0.2576,0.4018,0.345,0.452,0.0404,0.0,0.0,0.2228
35934,0.1118,0.3162,0.2734,0.0812,0.0002,0.0,0.0,0.0002
838875,0.1686,0.281,0.4698,0.0888,0.0012,0.108,0.0014,0.0134
170455,0.1068,0.4704,0.4842,0.0762,0.0002,0.1078,0.2928,0.0002
575950,0.143,0.2926,0.184,0.356,0.0002,0.0076,0.0376,0.0002
273627,0.3958,0.4326,0.1924,0.192,0.0,0.0,0.0,0.0
144349,0.3678,0.109,0.188,0.3952,0.0002,0.4286,0.2098,0.0002
158158,0.2718,0.0292,0.031,0.168,0.3968,0.0,0.0,0.115
273629,0.0842,0.2106,0.1944,0.3066,0.0002,0.0024,0.0214,0.0002
154718,0.0014,0.391,0.384,0.0066,0.0012,0.0184,0.135,0.0002
50671,0.091,0.3456,0.3008,0.2788,0.0002,0.0276,0.1256,0.0002
154861,0.088,0.2108,0.0108,0.3704,0.0002,0.3602,0.1258,0.0002
154093,0.008,0.3786,0.4776,0.0608,0.1852,0.0,0.009,0.0018
398,0.0004,0.4144,0.1586,0.003,0.0,0.0,0.0,0.0
266917,0.0004,0.2146,0.0362,0.3042,0.0,0.0048,0.0002,0.0
2303,0.0068,0.3292,0.0622,0.1666,0.0002,0.09,0.2256,0.0002
5847,0.2448,0.4774,0.4822,0.2712,0.0002,0.0,0.0,0.0002
266909,0.0146,0.3564,0.4604,0.0452,0.0,0.0,0.0,0.0
17623,0.151,0.4754,0.0696,0.2774,0.2808,0.0,0.0,0.0746
17627,0.0568,0.4254,0.3014,0.0178,0.0,0.0,0.0,0.0028
17629,0.1082,0.113,0.3548,0.45,0.0002,0.001,0.0036,0.0002
100956,0.089,0.2274,0.2682,0.1246,0.0,0.0,0.0,0.0
41822,0.168,0.4926,0.358,0.0758,0.0056,0.0,0.0,0.0
116334,0.4082,0.0746,0.0868,0.2712,0.0002,0.0002,0.0002,0.0002
116335,0.2038,0.1254,0.3424,0.0684,0.0002,0.0002,0.0002,0.0002
551647,0.3422,0.2392,0.1796,0.1678,0.0502,0.0,0.0,0.0512
551646,0.4122,0.1488,0.3094,0.2004,0.1166,0.0,0.0,0.0842
562878,0.3768,0.3124,0.1892,0.1984,0.0094,0.0,0.0,0.036
562875,0.0944,0.045,0.2992,0.032,0.0002,0.0076,0.0136,0.0002
562877,0.0414,0.4104,0.379,0.038,0.0684,0.0,0.0024,0.0066
562871,0.049,0.2974,0.1102,0.0072,0.0002,0.0062,0.0078,0.0002
539869,0.3688,0.2626,0.2288,0.1904,0.0002,0.4732,0.1816,0.0002
533479,0.0488,0.2488,0.363,0.1312,0.0,0.0,0.0,0.2306
181150,0.2382,0.065,0.0418,0.1132,0.0002,0.2416,0.1996,0.0002
181623,0.1288,0.2248,0.1676,0.013,0.0002,0.0002,0.1398,0.0002
19566,0.0128,0.2348,0.4824,0.0944,0.0002,0.0072,0.0094,0.0002
19567,0.0122,0.2354,0.405,0.1116,0.0002,0.0,0.0,0.0002
101020,0.4334,0.358,0.3698,0.351,0.0,0.0,0.0,0.0
101531,0.1994,0.3742,0.0402,0.2988,0.0,0.0,0.0,0.0
268445,0.1998,0.192,0.3438,0.3598,0.0,0.0,0.0,0.0
101534,0.4692,0.1906,0.044,0.2144,0.0002,0.0056,0.0968,0.0002
181629,0.3,0.4348,0.4296,0.2872,0.0006,0.0018,0.008,0.027
534846,0.1228,0.4746,0.0724,0.4162,0.1048,0.0522,0.0562,0.1856
13287,0.2674,0.0406,0.279,0.4236,0.0002,0.0002,0.0212,0.0002
165822,0.0156,0.3926,0.4154,0.0034,0.1166,0.0,0.0104,0.0004
173,0.0056,0.4704,0.0018,0.477,0.0002,0.0002,0.0,0.0002
139581,0.0876,0.1004,0.0102,0.2784,0.4006,0.002,0.0396,0.0132
42334,0.0066,0.3726,0.4554,0.0128,0.0002,0.0,0.0026,0.0002
202,0.0022,0.4586,0.0032,0.4398,0.0228,0.0,0.0,0.0
824990,0.3988,0.1106,0.0894,0.3546,0.0002,0.0002,0.0004,0.0002
824222,0.3636,0.3536,0.4172,0.3852,0.0002,0.0002,0.003,0.0002
20087,0.3628,0.4492,0.1026,0.052,0.0002,0.0,0.0,0.0002
557725,0.353,0.351,0.423,0.4152,0.0,0.0,0.0,0.0
557726,0.2452,0.3348,0.308,0.0588,0.0,0.0,0.0,0.0
557727,0.3876,0.3738,0.3952,0.4982,0.0,0.0,0.0,0.0
557721,0.3996,0.2172,0.085,0.4392,0.0,0.0,0.0,0.0
10397,0.2106,0.408,0.0594,0.0274,0.0,0.0,0.0,0.0
297918,0.1956,0.305,0.4182,0.2704,0.013,0.0,0.0,0.0678
297911,0.1584,0.3756,0.0736,0.4476,0.0002,0.0148,0.0,0.0186
278271,0.4474,0.15,0.3672,0.117,0.0002,0.4202,0.4052,0.0002
297915,0.0456,0.4648,0.3032,0.0216,0.0002,0.0732,0.0056,0.0002
6214,0.0,0.3454,0.0038,0.1184,0.0,0.0006,0.0,0.0
568029,0.4944,0.373,0.1798,0.116,0.0002,0.0,0.0,0.0002
568027,0.1862,0.374,0.249,0.3328,0.024,0.0,0.0,0.022
269486,0.2912,0.2384,0.2996,0.2776,0.0002,0.0002,0.0002,0.0002
295513,0.0,0.2146,0.05,0.107,0.0,0.0484,0.2156,0.0
6811,0.046,0.1702,0.446,0.1966,0.0002,0.0726,0.3954,0.0002
6815,0.0242,0.4468,0.2144,0.256,0.0002,0.0002,0.0,0.0002
6814,0.1148,0.0886,0.4068,0.364,0.0,0.0,0.0,0.0
676727,0.4652,0.3952,0.4316,0.3778,0.0002,0.0,0.0228,0.0002
574259,0.1322,0.4104,0.354,0.1234,0.0002,0.0002,0.0002,0.0002
551655,0.492,0.4538,0.3638,0.3388,0.0002,0.0,0.0016,0.0002
8846,0.0048,0.472,0.076,0.104,0.0,0.0296,0.484,0.0
267883,0.4912,0.3658,0.2706,0.1496,0.0202,0.0,0.0,0.0368
267884,0.3674,0.3358,0.4862,0.4666,0.0,0.0,0.0,0.0
566734,0.2638,0.0442,0.1616,0.3916,0.0848,0.0,0.0,0.313
27078,0.0994,0.3292,0.1306,0.0044,0.0,0.0,0.0,0.1262
137325,0.0246,0.3254,0.2684,0.1948,0.0,0.0,0.0,0.0
837215,0.1312,0.3564,0.19,0.4094,0.0002,0.0004,0.0,0.073
537966,0.313,0.4334,0.1988,0.3308,0.0094,0.0,0.0,0.0816
28351,0.102,0.2052,0.1268,0.341,0.0002,0.0022,0.1706,0.0002
28350,0.079,0.3826,0.4782,0.1774,0.0002,0.0,0.0,0.0002
566971,0.1996,0.4306,0.1484,0.4558,0.0002,0.3426,0.2586,0.0002
268461,0.1102,0.1556,0.1192,0.1766,0.452,0.0162,0.1828,0.0222
566973,0.4582,0.18,0.2634,0.4862,0.0002,0.2666,0.399,0.0002
566975,0.0938,0.2096,0.197,0.0728,0.0002,0.0,0.346,0.0002
566974,0.4448,0.4822,0.3118,0.2548,0.3028,0.0,0.0,0.305
33939,0.0,0.2698,0.0132,0.0904,0.0,0.053,0.125,0.0
280510,0.1158,0.2108,0.3202,0.08,0.0416,0.0,0.0012,0.0038
52461,0.003,0.1598,0.1048,0.2524,0.0002,0.0546,0.012,0.0002
677278,0.1584,0.3526,0.2966,0.076,0.235,0.0,0.0,0.1786
38367,0.0076,0.1652,0.439,0.083,0.0002,0.1072,0.0196,0.0002
72396,0.0038,0.4496,0.1424,0.0438,0.0002,0.0036,0.0002,0.0002
52463,0.0002,0.0286,0.475,0.0148,0.0002,0.0002,0.0002,0.0002
170685,0.4412,0.2102,0.2944,0.217,0.4426,0.0,0.0,0.4856
72398,0.0214,0.4556,0.149,0.1412,0.0062,0.4444,0.2732,0.0002
5615,0.2162,0.1076,0.4624,0.4356,0.0002,0.0002,0.0002,0.0002
183415,0.072,0.1632,0.1572,0.014,0.0078,0.0,0.3984,0.0002
575197,0.1176,0.3622,0.3668,0.205,0.4286,0.0,0.0,0.078
19109,0.0064,0.0468,0.1262,0.0172,0.0,0.0,0.0,0.0
19033,0.0,0.331,0.0244,0.0448,0.0002,0.0002,0.0002,0.0002
575195,0.3596,0.288,0.1638,0.4226,0.3862,0.0,0.0,0.4524
23263,0.1152,0.2362,0.1148,0.3276,0.0002,0.0,0.0,0.0002
533646,0.0498,0.1262,0.0048,0.2476,0.0,0.0,0.0,0.0
575191,0.4536,0.294,0.1114,0.0624,0.1138,0.0,0.0,0.1338
529983,0.0922,0.1394,0.3484,0.0564,0.2354,0.0,0.0,0.1366
296347,0.0838,0.2252,0.2866,0.1864,0.0,0.0,0.0,0.0
296348,0.0278,0.2774,0.1678,0.094,0.0,0.0,0.0,0.0
807785,0.4196,0.2938,0.2684,0.3822,0.0002,0.0016,0.0034,0.0002
807781,0.4668,0.4704,0.184,0.2636,0.003,0.0,0.0006,0.047
83515,0.0138,0.128,0.3016,0.0128,0.0,0.0,0.0,0.0
576085,0.175,0.4442,0.3018,0.0648,0.035,0.0048,0.004,0.4438
576086,0.1474,0.4616,0.1152,0.4474,0.0,0.0,0.0,0.0
576083,0.1074,0.277,0.4272,0.2354,0.0078,0.0034,0.0034,0.4298
576089,0.0096,0.2882,0.4826,0.0442,0.2104,0.2546,0.3074,0.0002
6779,0.4886,0.0766,0.4372,0.0954,0.0002,0.0002,0.004,0.0002
6775,0.3408,0.133,0.4104,0.058,0.0002,0.0154,0.0602,0.0002
9965,0.03,0.3368,0.2314,0.1314,0.0002,0.0,0.0002,0.0002
9966,0.2346,0.207,0.4386,0.4228,0.0002,0.0002,0.0002,0.0002
9967,0.0132,0.1764,0.148,0.399,0.0002,0.0054,0.0108,0.0002
9963,0.2092,0.144,0.2682,0.2954,0.0002,0.0,0.0,0.0002
557551,0.2218,0.365,0.315,0.2846,0.0002,0.0002,0.0004,0.0002
576661,0.241,0.4416,0.2102,0.4852,0.0,0.0,0.0,0.0
576662,0.4354,0.3378,0.4852,0.3852,0.0006,0.0,0.0,0.0002
576663,0.4302,0.1054,0.2102,0.4878,0.0816,0.0,0.0,0.125
576665,0.385,0.4212,0.4434,0.4228,0.0506,0.0,0.0,0.0
531127,0.4944,0.3714,0.1724,0.2858,0.4888,0.0,0.0,0.2026
51823,0.0778,0.1614,0.4916,0.2832,0.0002,0.0,0.0,0.0002
51822,0.169,0.3314,0.1004,0.4958,0.0002,0.0076,0.2588,0.0002
255,0.0006,0.3616,0.002,0.1878,0.0002,0.0088,0.0006,0.0002
173549,0.2212,0.0066,0.2308,0.2882,0.0002,0.4116,0.1612,0.0002
535726,0.065,0.399,0.0268,0.4776,0.0002,0.0002,0.0002,0.0002
535727,0.3306,0.1196,0.069,0.4902,0.0074,0.0,0.0,0.0056
546367,0.1684,0.0666,0.193,0.4364,0.1072,0.0,0.0,0.0434
88047,0.4944,0.4976,0.1052,0.1414,0.0002,0.0728,0.2134,0.0002
69993,0.0044,0.463,0.0948,0.0118,0.153,0.0002,0.0002,0.0002
611742,0.3744,0.4914,0.0778,0.1064,0.0002,0.0,0.0,0.0002
152990,0.181,0.3658,0.0604,0.0092,0.0004,0.277,0.333,0.0002
152446,0.1738,0.4514,0.492,0.2382,0.0002,0.001,0.0158,0.0002
297580,0.0774,0.4882,0.3608,0.1928,0.0,0.0,0.0,0.0
84108,0.0,0.3718,0.054,0.0284,0.0,0.0002,0.0002,0.0
697246,0.3734,0.3708,0.4334,0.3774,0.0416,0.0,0.0,0.1964
2510,0.0002,0.3174,0.009,0.158,0.0002,0.0,0.0,0.0002
146654,0.019,0.3534,0.1734,0.3392,0.0002,0.3498,0.0292,0.0002
273062,0.4268,0.1578,0.4274,0.2192,0.0054,0.0,0.0,0.0026
139918,0.0276,0.1584,0.0982,0.1832,0.0002,0.0002,0.0002,0.0002
75071,0.1888,0.2846,0.4546,0.4238,0.0,0.0,0.0,0.0
5055,0.0738,0.27,0.4862,0.1474,0.0002,0.0406,0.0,0.0002
147854,0.0012,0.3738,0.016,0.3048,0.0,0.008,0.0004,0.0
575068,0.1844,0.0984,0.0186,0.0096,0.0,0.0,0.0,0.0
575066,0.1282,0.158,0.0492,0.1888,0.0002,0.048,0.0462,0.0002
575065,0.0372,0.05,0.2534,0.0132,0.0,0.0,0.0,0.0006
281071,0.1108,0.3482,0.4448,0.1958,0.103,0.0,0.0,0.001
575063,0.4036,0.4356,0.4504,0.401,0.0,0.0,0.0,0.0
575062,0.2976,0.3526,0.188,0.4378,0.0,0.0,0.0,0.0
575061,0.2258,0.448,0.344,0.058,0.0002,0.2804,0.3642,0.0002
679118,0.4718,0.4912,0.2134,0.2556,0.0002,0.0234,0.0488,0.0002
682398,0.1058,0.4726,0.3788,0.0696,0.0002,0.339,0.1766,0.0002
18891,0.4042,0.2964,0.0512,0.365,0.0,0.0,0.0,0.0
285790,0.0862,0.1984,0.0066,0.0848,0.0002,0.0,0.0,0.0186
104863,0.1616,0.3728,0.499,0.2328,0.0002,0.2388,0.0348,0.0002
104862,0.0838,0.1966,0.2678,0.1424,0.0002,0.0666,0.0264,0.0002
18895,0.3854,0.0934,0.145,0.4772,0.0976,0.0,0.0,0.0048
18894,0.2802,0.1258,0.0996,0.4058,0.0806,0.0,0.0,0.002
563918,0.2536,0.1402,0.349,0.465,0.0008,0.0,0.0,0.0582
18541,0.0528,0.4304,0.1366,0.2104,0.0,0.0,0.0,0.0
528805,0.0016,0.3102,0.0902,0.0672,0.0,0.0414,0.016,0.0
164693,0.0926,0.466,0.3772,0.0936,0.1696,0.0,0.0,0.0796
164697,0.2522,0.046,0.0202,0.4736,0.0134,0.0,0.0,0.2306
164694,0.0356,0.4518,0.0194,0.3078,0.0,0.0024,0.0,0.0
164698,0.3416,0.2986,0.1252,0.3826,0.0,0.0348,0.0,0.0
530747,0.052,0.0792,0.269,0.1978,0.0,0.0,0.0,0.0374
534670,0.4254,0.1024,0.0272,0.331,0.0,0.0,0.0,0.0
18092,0.1102,0.315,0.245,0.0548,0.0,0.0,0.0,0.0
18091,0.4626,0.1828,0.2664,0.0886,0.0002,0.0,0.0,0.0002
18090,0.039,0.3346,0.1636,0.107,0.0002,0.0002,0.0002,0.0002
543453,0.375,0.3432,0.1334,0.1556,0.033,0.0,0.0,0.001
18095,0.4486,0.0174,0.4516,0.0466,0.0002,0.0,0.0,0.0002
18094,0.4098,0.1684,0.079,0.228,0.0004,0.0,0.0,0.0042
552125,0.3402,0.2558,0.3806,0.2786,0.2422,0.0,0.0,0.2492
27802,0.4474,0.1982,0.0118,0.1238,0.0,0.0,0.0,0.0
530605,0.4616,0.4064,0.0072,0.0076,0.0,0.0,0.0,0.0
72895,0.0214,0.0858,0.0558,0.0098,0.0002,0.0016,0.3562,0.0002
156631,0.0292,0.116,0.1662,0.0702,0.4104,0.0,0.0,0.0118
83631,0.2662,0.4366,0.2662,0.0878,0.0058,0.0002,0.0002,0.0002
83630,0.1958,0.1722,0.2386,0.0826,0.0454,0.0004,0.0,0.406
156638,0.0686,0.3042,0.1954,0.0662,0.0602,0.0,0.3982,0.0288
828259,0.1554,0.285,0.4974,0.0936,0.0148,0.0,0.0,0.0052
137663,0.069,0.3768,0.4146,0.052,0.0508,0.0,0.0,0.0016
72095,0.4664,0.3632,0.26,0.4436,0.0002,0.2372,0.1156,0.0002
72094,0.3842,0.2134,0.1376,0.4448,0.0002,0.326,0.264,0.0002
272557,0.2072,0.2432,0.1316,0.0904,0.0016,0.1722,0.0,0.0186
72092,0.163,0.1862,0.0632,0.4954,0.0002,0.052,0.4376,0.0002
72091,0.1992,0.3908,0.357,0.3694,0.0002,0.2562,0.419,0.0002
695003,0.2196,0.167,0.4974,0.4346,0.0002,0.233,0.0062,0.001
557470,0.4726,0.0776,0.4136,0.2818,0.0,0.0,0.0,0.0
695005,0.0726,0.1896,0.0746,0.1818,0.0002,0.15,0.2652,0.0002
71773,0.159,0.1244,0.3648,0.0904,0.001,0.0,0.0,0.1354
76206,0.2086,0.3496,0.2082,0.346,0.1874,0.0844,0.0178,0.069
76207,0.117,0.2888,0.3706,0.3652,0.4806,0.0,0.0,0.0852
34539,0.323,0.1352,0.4636,0.3188,0.0002,0.0,0.0,0.0002
532937,0.002,0.1756,0.2256,0.1164,0.0,0.1018,0.4728,0.007
8526,0.0,0.0814,0.1978,0.0044,0.0,0.0018,0.0004,0.0
34535,0.0346,0.053,0.3292,0.231,0.0002,0.0002,0.0002,0.0002
541326,0.011,0.426,0.0446,0.1648,0.0,0.0,0.0,0.0
26606,0.0188,0.3162,0.3162,0.2072,0.0002,0.417,0.051,0.0002
541320,0.0002,0.3376,0.0008,0.4442,0.0,0.2302,0.0452,0.0
139935,0.3764,0.2424,0.314,0.2378,0.1698,0.4898,0.0,0.2932
144365,0.2864,0.066,0.2132,0.3062,0.0002,0.0536,0.2776,0.0002
144366,0.0474,0.3752,0.3758,0.3806,0.0002,0.0002,0.0002,0.0002
103919,0.1768,0.3174,0.3808,0.3842,0.0002,0.0248,0.4996,0.0004
267694,0.4906,0.1858,0.3716,0.3022,0.0002,0.0002,0.0014,0.0002
267692,0.3984,0.086,0.1242,0.3684,0.0002,0.0002,0.012,0.0002
267691,0.0914,0.1816,0.002,0.2808,0.0002,0.0002,0.0002,0.0002
158173,0.4472,0.095,0.209,0.1434,0.1684,0.0,0.0,0.1236
158174,0.0586,0.0126,0.0634,0.072,0.0002,0.2664,0.085,0.0002
158175,0.015,0.336,0.266,0.0584,0.03,0.0,0.2286,0.0014
154845,0.125,0.1092,0.001,0.2072,0.0058,0.0,0.0466,0.0006
154846,0.0428,0.2024,0.4612,0.2166,0.0002,0.0032,0.2282,0.0002
299982,0.1802,0.4978,0.3242,0.1674,0.1282,0.0,0.0036,0.039
297966,0.3356,0.248,0.1628,0.3462,0.0032,0.0,0.001,0.1308
559189,0.1358,0.2352,0.3638,0.4998,0.4218,0.0056,0.0418,0.003
